Raw Accuracy Yes answers1;Raw Accuracy No answers1;Raw Accuracy All answers1;Percent Accuracy Yes answers1;Percent Accuracy No answers1;Percent Accuracy All answers1;Mean reaction time correct yes answers1;Mean reaction time incorrect yes answers1;Mean reaction time correct no answers1;Mean reaction time incorrect no answers1;Mean reaction time all answers1;;;
Correct Yes : 2 / Incorrect Yes : 4;Correct No : 10 / Incorrect No : 4;Correct : 12 / Incorrect : 8;33,33333;71,42857;60;0,3499999;0,1;0,054;0,155;0,113

