Raw Accuracy Yes answers1;Raw Accuracy No answers1;Raw Accuracy All answers1;Percent Accuracy Yes answers1;Percent Accuracy No answers1;Percent Accuracy All answers1;Mean reaction time correct yes answers1;Mean reaction time incorrect yes answers1;Mean reaction time correct no answers1;Mean reaction time incorrect no answers1;Mean reaction time all answers1;;;
Correct Yes : 3 / Incorrect Yes : 3;Correct No : 0 / Incorrect No : 14;Correct : 3 / Incorrect : 17;50;0;15;0,1733333;0,1466667;0;0,03857143;0,075

